,location,size,total_sqft,bath,price,bhk,price_per_sqft
6994,Margondanahalli,2 Bedroom,900.0,2.0,49.0,2,5444
7000,Uttarahalli,2 BHK,1065.0,2.0,42.59,2,3999
7004,other,2 BHK,946.0,2.0,45.0,2,4756
7005,Laggere,1 BHK,1500.0,1.0,60.0,1,4000
7008,Chandapura,2 BHK,950.0,2.0,25.65,2,2700
7010,Uttarahalli,2 BHK,1075.0,2.0,46.76,2,4349
7015,LB Shastri Nagar,1 BHK,665.0,1.0,32.0,1,4812
7017,Electronics City Phase 1,2 BHK,1145.0,2.0,54.0,2,4716
7018,Whitefield,2 BHK,1185.0,2.0,41.0,2,3459
7023,Uttarahalli,2 BHK,1155.0,2.0,40.6,2,3515
7026,other,2 Bedroom,1530.0,2.0,185.0,2,12091
7030,other,1 Bedroom,840.0,1.0,150.0,1,17857
7032,KR Puram,2 BHK,1200.0,2.0,42.0,2,3500
7034,Kasavanhalli,2 BHK,1375.0,2.0,72.0,2,5236
7037,Yelahanka,2 BHK,1315.0,2.0,75.0,2,5703
7038,Dommasandra,2 Bedroom,1500.0,2.0,40.0,2,2666
7040,Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960
7043,Thanisandra,2 BHK,1093.0,2.0,72.0,2,6587
7044,Horamavu Banaswadi,2 BHK,1200.0,2.0,45.0,2,3750
7048,Uttarahalli,2 BHK,1150.0,2.0,70.0,2,6086
7051,Whitefield,2 BHK,1173.0,2.0,78.2,2,6666
7052,Thanisandra,2 BHK,1140.0,2.0,39.0,2,3421
7054,Mallasandra,2 BHK,1325.0,2.0,65.0,2,4905
7056,Electronics City Phase 1,2 BHK,1025.0,2.0,90.0,2,8780
7058,Bellandur,2 BHK,1200.0,2.0,52.0,2,4333
7059,Thanisandra,2 BHK,1200.0,2.0,53.5,2,4458
7061,Hennur Road,2 BHK,1232.0,2.0,88.0,2,7142
7062,Chandapura,2 Bedroom,1200.0,2.0,36.0,2,3000
7064,other,2 BHK,1250.0,2.0,50.0,2,4000
7065,other,2 BHK,1475.0,2.0,171.0,2,11593
7067,5th Phase JP Nagar,1 BHK,552.0,1.0,23.5,1,4257
7070,other,2 Bedroom,1225.0,2.0,65.0,2,5306
7071,other,1 BHK,650.0,1.0,16.0,1,2461
7072,Padmanabhanagar,2 BHK,1067.0,2.0,52.0,2,4873
7075,Bannerghatta Road,2 BHK,1240.0,2.0,71.0,2,5725
7076,Hulimavu,2 Bedroom,1200.0,2.0,75.0,2,6250
7079,other,2 BHK,1116.0,2.0,49.8,2,4462
7081,Sarjapura - Attibele Road,2 BHK,1308.0,2.0,37.0,2,2828
7082,Vijayanagar,2 BHK,864.0,2.0,45.0,2,5208
7085,Hebbal,2 BHK,1333.0,2.0,100.0,2,7501
7090,Raja Rajeshwari Nagar,2 BHK,1060.0,2.0,48.0,2,4528
7091,Hennur,2 BHK,1160.0,2.0,49.0,2,4224
7095,Hennur Road,2 BHK,1310.0,2.0,66.0,2,5038
7103,other,2 BHK,1150.0,2.0,60.0,2,5217
7105,Tumkur Road,2 BHK,1066.0,2.0,52.5,2,4924
7109,Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409
7113,7th Phase JP Nagar,2 BHK,1000.0,2.0,70.65,2,7065
7114,Nagavarapalya,2 BHK,907.0,2.0,38.0,2,4189
7117,other,2 BHK,1180.0,2.0,50.0,2,4237
7119,Electronic City,2 BHK,1175.0,2.0,47.0,2,4000
7120,other,2 BHK,1272.0,2.0,51.5,2,4048
7122,Yeshwanthpur,2 BHK,1144.0,2.0,67.0,2,5856
7124,Hormavu,2 BHK,1143.0,2.0,53.0,2,4636
7126,Whitefield,2 BHK,1216.0,2.0,75.0,2,6167
7127,other,2 BHK,1044.0,2.0,60.0,2,5747
7128,Prithvi Layout,2 BHK,1352.0,3.0,93.0,2,6878
7131,Pai Layout,2 BHK,810.0,2.0,34.5,2,4259
7134,Whitefield,2 BHK,1060.0,2.0,35.0,2,3301
7139,Yelahanka New Town,1 BHK,450.0,1.0,16.0,1,3555
7142,Kaggadasapura,2 BHK,1240.0,2.0,45.0,2,3629
7143,other,2 BHK,1200.0,2.0,54.0,2,4500
7144,Dodda Nekkundi,2 BHK,1100.0,2.0,41.16,2,3741
7145,Koramangala,2 BHK,1180.0,2.0,128.0,2,10847
7146,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484
7147,Bisuvanahalli,2 BHK,845.0,2.0,33.0,2,3905
7150,other,2 BHK,959.0,2.0,42.5,2,4431
7152,Kambipura,2 BHK,883.0,2.0,37.0,2,4190
7153,Rachenahalli,2 BHK,1050.0,2.0,55.5,2,5285
7154,Yelahanka,2 BHK,1390.0,2.0,70.21,2,5051
7158,Kasturi Nagar,2 BHK,1000.0,2.0,58.0,2,5800
7159,Marathahalli,2 BHK,1196.0,2.0,57.9,2,4841
7161,Ambalipura,2 BHK,950.0,2.0,31.95,2,3363
7163,other,2 BHK,1141.0,2.0,55.0,2,4820
7164,5th Phase JP Nagar,2 BHK,1200.0,2.0,51.0,2,4250
7166,Doddathoguru,2 BHK,855.0,2.0,32.0,2,3742
7167,Chandapura,1 BHK,645.0,1.0,16.45,1,2550
7168,Chandapura,2 BHK,922.0,2.0,36.0,2,3904
7169,other,2 BHK,1200.0,2.0,43.2,2,3600
7171,7th Phase JP Nagar,2 BHK,1070.0,2.0,42.0,2,3925
7172,other,2 BHK,1293.0,2.0,75.0,2,5800
7175,Nehru Nagar,2 BHK,967.0,2.0,41.1,2,4250
7177,other,2 BHK,860.0,2.0,65.5,2,7616
7178,Yelahanka,1 Bedroom,1075.0,1.0,19.5,1,1813
7179,Sarjapur  Road,2 BHK,1050.0,2.0,63.5,2,6047
7181,Sarjapur  Road,2 BHK,1350.0,2.0,102.0,2,7555
7182,Hebbal,2 BHK,1204.0,2.0,45.0,2,3737
7184,Sarjapur  Road,2 BHK,1035.0,2.0,49.0,2,4734
7185,ITPL,2 BHK,1000.0,2.0,29.95,2,2995
7187,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936
7188,Bannerghatta,2 BHK,1100.0,2.0,66.0,2,6000
7191,Ramagondanahalli,2 BHK,1215.0,2.0,46.1,2,3794
7192,Kanakpura Road,2 BHK,1155.0,2.0,50.125,2,4339
7196,Hormavu,2 BHK,1100.0,2.0,38.0,2,3454
7198,Vasanthapura,2 BHK,1050.0,2.0,47.0,2,4476
7199,Kengeri,2 BHK,1230.0,2.0,45.0,2,3658
7203,8th Phase JP Nagar,1 BHK,500.0,1.0,30.0,1,6000
7206,Banashankari,2 BHK,1040.0,2.0,45.0,2,4326
7207,Sarjapur  Road,2 BHK,1350.0,2.0,68.0,2,5037
7211,Anandapura,2 BHK,1151.0,2.0,43.16,2,3749
7213,other,2 BHK,1250.0,2.0,60.0,2,4800
7215,Hennur Road,2 BHK,1015.0,2.0,50.0,2,4926
7217,Yelahanka New Town,2 BHK,960.0,2.0,50.0,2,5208
7218,other,2 BHK,1110.0,2.0,52.0,2,4684
7223,Horamavu Banaswadi,2 BHK,1254.0,2.0,47.0,2,3748
7225,CV Raman Nagar,2 BHK,1051.0,2.0,61.0,2,5803
7227,Uttarahalli,2 BHK,1099.0,2.0,65.0,2,5914
7230,Yeshwanthpur,2 BHK,1541.0,2.0,130.0,2,8436
7232,Whitefield,2 BHK,1125.0,2.0,45.0,2,4000
7234,other,1 BHK,834.0,1.0,62.0,1,7434
7240,other,1 Bedroom,600.0,1.0,52.0,1,8666
7241,Whitefield,2 BHK,1180.0,2.0,70.0,2,5932
7242,Kadugodi,2 BHK,1010.0,2.0,50.0,2,4950
7243,Channasandra,2 BHK,1070.0,2.0,38.0,2,3551
7249,Kalena Agrahara,2 BHK,1040.0,2.0,45.0,2,4326
7252,Domlur,1 BHK,650.0,1.0,70.0,1,10769
7255,Hormavu,2 Bedroom,750.0,2.0,58.0,2,7733
7256,Kasavanhalli,2 BHK,1200.0,2.0,60.0,2,5000
7257,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2,4325
7258,Begur Road,2 BHK,1200.0,2.0,44.4,2,3700
7263,1st Block Jayanagar,2 BHK,1235.0,2.0,148.0,2,11983
7264,Yelahanka,2 BHK,1200.0,2.0,55.0,2,4583
7266,Kengeri Satellite Town,2 BHK,985.0,2.0,42.0,2,4263
7270,other,2 BHK,900.0,2.0,35.0,2,3888
7272,GM Palaya,2 BHK,1030.0,2.0,60.0,2,5825
7273,other,2 BHK,1000.0,2.0,46.0,2,4600
7278,Kanakapura,2 BHK,1283.0,2.0,68.0,2,5300
7280,other,2 BHK,1200.0,2.0,52.0,2,4333
7285,Yelahanka,2 BHK,990.0,2.0,37.62,2,3800
7286,Panathur,2 BHK,1199.0,2.0,85.0,2,7089
7287,other,2 BHK,1280.0,2.0,90.0,2,7031
7289,other,2 BHK,1190.0,2.0,55.0,2,4621
7290,Yelachenahalli,2 BHK,1100.0,2.0,60.0,2,5454
7292,Harlur,2 BHK,1133.0,2.0,55.0,2,4854
7294,Whitefield,2 BHK,1280.0,2.0,69.0,2,5390
7298,Munnekollal,2 BHK,1080.0,2.0,45.0,2,4166
7299,Battarahalli,1 BHK,600.0,1.0,47.0,1,7833
7302,Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401
7305,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
7308,Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2,6250
7309,Electronic City,1 BHK,435.0,1.0,22.0,1,5057
7310,Magadi Road,2 BHK,1116.0,2.0,51.89,2,4649
7312,Hormavu,2 BHK,1000.0,2.0,50.0,2,5000
7313,HSR Layout,2 BHK,1145.0,2.0,46.0,2,4017
7314,Bommasandra,2 BHK,800.0,1.0,32.0,2,4000
7315,Thanisandra,2 BHK,1265.0,2.0,83.0,2,6561
7317,other,2 BHK,1475.0,2.0,70.0,2,4745
7318,BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2,4347
7319,Anandapura,2 Bedroom,1200.0,2.0,58.0,2,4833
7321,Brookefield,2 BHK,1080.0,2.0,50.0,2,4629
7323,other,2 BHK,2400.0,2.0,125.0,2,5208
7326,other,2 Bedroom,1200.0,2.0,200.0,2,16666
7328,Hoodi,2 BHK,1108.0,2.0,74.23,2,6699
7331,Yelahanka,2 BHK,935.0,2.0,35.53,2,3800
7332,Sarjapura - Attibele Road,2 BHK,1073.0,2.0,31.77,2,2960
7333,Ananth Nagar,2 BHK,960.0,2.0,37.0,2,3854
7335,Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2,2888
7336,Brookefield,2 BHK,1230.0,2.0,55.0,2,4471
7337,Mahadevpura,2 BHK,1438.0,2.0,89.0,2,6189
7338,7th Phase JP Nagar,2 BHK,1080.0,2.0,75.0,2,6944
7340,Marathahalli,2 Bedroom,1200.0,1.0,103.0,2,8583
7353,Bharathi Nagar,2 BHK,1351.0,2.0,74.0,2,5477
7360,Sarjapur  Road,2 BHK,984.0,2.0,55.0,2,5589
7362,other,2 Bedroom,900.0,3.0,105.0,2,11666
7364,Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250
7365,Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2,5263
7366,Bommanahalli,2 BHK,1170.0,2.0,34.0,2,2905
7367,Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999
7368,Kanakpura Road,2 BHK,1296.0,2.0,89.0,2,6867
7374,Bellandur,2 BHK,1088.0,2.0,48.0,2,4411
7376,Rachenahalli,2 BHK,1100.0,2.0,68.0,2,6181
7378,Hebbal,2 BHK,1244.0,3.0,48.0,2,3858
7379,Hosa Road,2 BHK,1040.0,2.0,68.59,2,6595
7381,Begur Road,2 BHK,1260.0,2.0,39.69,2,3150
7382,Uttarahalli,2 BHK,1180.0,2.0,41.3,2,3499
7383,Thigalarapalya,2 BHK,1245.0,2.0,100.0,2,8032
7386,other,1 BHK,470.0,2.0,10.0,1,2127
7387,Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521
7389,Sarjapur,2 BHK,1124.0,2.0,30.35,2,2700
7391,Begur Road,2 BHK,1100.0,2.0,71.42,2,6492
7392,Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691
7398,Hosa Road,2 BHK,1369.1,2.0,98.0,2,7157
7408,GM Palaya,2 BHK,1000.0,2.0,35.0,2,3500
7412,Malleshwaram,2 BHK,900.0,2.0,90.0,2,10000
7413,Benson Town,2 BHK,1567.0,3.0,140.0,2,8934
7415,Nagarbhavi,2 BHK,1050.0,2.0,80.0,2,7619
7416,other,2 BHK,1200.0,2.0,56.0,2,4666
7418,Dasarahalli,2 BHK,1220.0,2.0,52.0,2,4262
7423,Subramanyapura,2 BHK,1260.0,2.0,108.0,2,8571
7424,6th Phase JP Nagar,2 BHK,1170.0,2.0,120.0,2,10256
7428,Begur,2 BHK,1100.0,2.0,55.0,2,5000
7429,Chandapura,2 BHK,674.0,1.0,19.9,2,2952
7430,Koramangala,2 BHK,1320.0,2.0,160.0,2,12121
7432,Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2,5777
7433,Nagavara,2 BHK,1125.0,2.0,44.5,2,3955
7434,other,2 BHK,700.0,2.0,29.0,2,4142
7439,Devarachikkanahalli,2 BHK,1130.0,2.0,36.0,2,3185
7446,Kanakpura Road,1 BHK,525.0,1.0,26.25,1,5000
7447,Hosa Road,2 BHK,1040.0,2.0,61.0,2,5865
7450,Domlur,1 BHK,780.0,1.0,70.0,1,8974
7451,Panathur,2 BHK,1140.0,2.0,51.2,2,4491
7453,Nagavarapalya,1 BHK,646.0,1.0,25.84,1,4000
7456,Kadugodi,2 BHK,1050.0,2.0,34.0,2,3238
7462,Balagere,2 BHK,1007.0,2.0,67.0,2,6653
7463,Doddathoguru,2 BHK,1105.0,2.0,50.0,2,4524
7465,Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2,4273
7466,Chandapura,2 BHK,1080.0,2.0,45.0,2,4166
7468,Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2,4825
7469,other,2 BHK,1200.0,2.0,54.0,2,4500
7472,KR Puram,2 BHK,1040.0,2.0,50.0,2,4807
7473,Hosur Road,2 BHK,1085.0,2.0,33.7,2,3105
7477,Panathur,2 BHK,1210.0,2.0,77.0,2,6363
7478,other,2 BHK,1050.0,2.0,55.0,2,5238
7482,Mysore Road,2 BHK,947.55,2.0,80.0,2,8442
7483,Malleshpalya,2 BHK,1421.0,2.0,90.0,2,6333
7486,Budigere,2 BHK,1162.0,2.0,58.0,2,4991
7487,Whitefield,1 BHK,905.0,1.0,60.0,1,6629
7488,Sarjapur  Road,2 BHK,914.0,2.0,32.0,2,3501
7489,other,2 BHK,1258.0,2.0,58.0,2,4610
7502,Anjanapura,2 BHK,950.0,2.0,32.0,2,3368
7505,Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2,8512
7512,other,2 BHK,1235.0,2.0,140.0,2,11336
7515,Kasavanhalli,2 BHK,1495.0,2.0,83.0,2,5551
7518,Kanakpura Road,1 BHK,381.0,1.0,28.0,1,7349
7522,Banjara Layout,2 Bedroom,1200.0,2.0,70.0,2,5833
7525,other,1 Bedroom,660.0,1.0,95.0,1,14393
7528,Electronic City,2 BHK,1039.0,2.0,50.0,2,4812
7529,Old Madras Road,2 BHK,1210.0,2.0,80.0,2,6611
7530,Attibele,2 BHK,995.0,1.0,24.88,2,2500
7534,Marathahalli,2 BHK,1314.0,2.0,55.0,2,4185
7535,Bisuvanahalli,2 BHK,945.0,2.0,33.0,2,3492
7539,Basavangudi,1 RK,670.0,1.0,50.0,1,7462
7543,Whitefield,2 BHK,1186.0,2.0,55.0,2,4637
7545,Electronic City,2 BHK,770.0,1.0,39.9,2,5181
7546,Varthur,2 BHK,1085.0,2.0,45.0,2,4147
7555,Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2,5365
7558,Haralur Road,2 BHK,1243.0,2.0,45.0,2,3620
7559,Brookefield,2 BHK,1200.0,2.0,75.0,2,6250
7560,Sarjapur,2 BHK,1044.0,2.0,32.0,2,3065
7561,7th Phase JP Nagar,2 BHK,1040.0,2.0,41.59,2,3999
7562,8th Phase JP Nagar,2 BHK,1125.0,2.0,36.94,2,3283
7566,other,2 BHK,1250.0,2.0,43.0,2,3440
7569,Lakshminarayana Pura,2 BHK,1210.0,2.0,75.0,2,6198
7572,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2,4316
7575,Rajaji Nagar,2 BHK,1763.0,3.0,262.0,2,14861
7576,Attibele,2 BHK,900.0,1.0,25.0,2,2777
7579,Thanisandra,1 BHK,784.0,1.0,35.285,1,4500
7580,Sarjapur  Road,2 BHK,1150.0,2.0,36.8,2,3199
7582,Kudlu,2 BHK,1027.0,2.0,42.0,2,4089
7583,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000
7585,Whitefield,2 BHK,1109.0,2.0,35.22,2,3175
7586,Uttarahalli,2 BHK,1002.0,2.0,40.08,2,4000
7587,Narayanapura,2 BHK,1308.0,2.0,89.04,2,6807
7588,Hennur Road,2 BHK,1232.0,2.0,69.6,2,5649
7589,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
7590,Kalyan nagar,2 BHK,1250.0,2.0,65.0,2,5200
7593,Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2,4292
7595,Doddathoguru,2 BHK,925.0,2.0,30.0,2,3243
7597,other,2 BHK,1205.0,2.0,70.0,2,5809
7600,Mysore Road,2 BHK,1020.0,2.0,48.95,2,4799
7601,Thanisandra,2 BHK,965.0,2.0,56.0,2,5803
7604,Battarahalli,2 BHK,1636.0,2.0,82.89,2,5066
7606,Whitefield,2 BHK,1216.0,2.0,67.0,2,5509
7607,Yelahanka,1 BHK,654.0,1.0,36.25,1,5542
7609,other,2 BHK,1190.0,2.0,41.0,2,3445
7612,Hennur Road,2 BHK,1195.0,2.0,73.0,2,6108
7614,other,2 BHK,1250.0,2.0,67.0,2,5360
7619,other,2 Bedroom,2260.0,3.0,80.0,2,3539
7621,Indira Nagar,2 BHK,1475.0,2.0,171.0,2,11593
7623,other,1 Bedroom,375.0,1.0,26.0,1,6933
7624,Balagere,2 BHK,1007.0,2.0,66.0,2,6554
7626,Hennur Road,2 BHK,1020.0,2.0,47.0,2,4607
7627,other,2 BHK,1000.0,2.0,150.0,2,15000
7628,other,2 Bedroom,800.0,3.0,59.5,2,7437
7630,Marathahalli,2 BHK,1125.0,2.0,55.0,2,4888
7634,other,2 BHK,1400.0,2.0,85.0,2,6071
7635,Kadugodi,2 BHK,1152.0,2.0,61.0,2,5295
7636,Subramanyapura,2 BHK,958.0,2.0,34.49,2,3600
7637,Whitefield,2 BHK,1150.0,2.0,55.0,2,4782
7639,Bellandur,2 BHK,1310.0,2.0,85.0,2,6488
7644,8th Phase JP Nagar,2 BHK,1100.0,2.0,35.0,2,3181
7645,Thanisandra,1 BHK,777.0,1.0,38.535,1,4959
7646,other,2 BHK,925.0,2.0,70.0,2,7567
7650,Bommanahalli,2 BHK,1020.0,2.0,55.0,2,5392
7652,Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2,2887
7655,other,2 BHK,850.0,1.0,35.5,2,4176
7656,other,2 BHK,1100.0,2.0,32.0,2,2909
7658,Varthur,2 BHK,1250.0,2.0,47.0,2,3760
7659,Gottigere,2 BHK,1120.0,2.0,50.0,2,4464
7663,Hebbal,2 BHK,1200.0,2.0,52.0,2,4333
7664,7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2,4000
7669,Kundalahalli,2 BHK,1010.0,2.0,48.27,2,4779
7670,Hennur,2 BHK,1255.0,2.0,53.5,2,4262
7671,Channasandra,2 BHK,1050.0,2.0,35.0,2,3333
7673,other,2 BHK,1200.0,2.0,55.0,2,4583
7674,Bellandur,2 BHK,982.0,2.0,37.28,2,3796
7676,Kengeri,2 BHK,750.0,2.0,36.5,2,4866
7677,Electronic City,2 BHK,919.0,2.0,35.0,2,3808
7678,Budigere,2 BHK,1087.0,2.0,54.3,2,4995
7680,Tindlu,2 BHK,1180.0,2.0,52.0,2,4406
7683,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852
7688,Kaikondrahalli,2 BHK,1253.0,2.0,81.5,2,6504
7689,Hennur Road,2 BHK,1061.0,2.0,54.92,2,5176
7691,Marathahalli,2 BHK,1250.0,2.0,68.0,2,5440
7694,Kammasandra,2 BHK,1015.0,2.0,37.0,2,3645
7696,Marathahalli,2 BHK,1125.0,2.0,56.8,2,5048
7697,Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2,3584
7698,other,1 Bedroom,400.0,1.0,35.0,1,8750
7701,Old Madras Road,2 BHK,1300.0,2.0,100.0,2,7692
7702,Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2,4257
7705,Kaggadasapura,2 BHK,1240.0,2.0,58.58,2,4724
7710,Hosa Road,2 BHK,1245.0,2.0,62.0,2,4979
7713,Dasarahalli,2 BHK,1375.0,2.0,60.0,2,4363
7714,Old Madras Road,2 BHK,1299.0,2.0,95.0,2,7313
7715,other,2 BHK,993.0,2.0,45.5,2,4582
7716,Bommasandra Industrial Area,2 Bedroom,1200.0,3.0,45.0,2,3750
7717,other,2 BHK,985.0,2.0,156.0,2,15837
7722,other,1 BHK,6000.0,1.0,276.0,1,4600
7723,Electronic City,2 BHK,550.0,1.0,15.0,2,2727
7724,other,1 BHK,825.0,2.0,40.0,1,4848
7727,Banaswadi,2 BHK,1222.0,2.0,80.0,2,6546
7731,Hulimavu,2 BHK,850.0,1.0,39.5,2,4647
7732,Whitefield,2 BHK,1295.0,2.0,78.5,2,6061
7733,Sarjapur  Road,2 BHK,1320.0,2.0,100.0,2,7575
7737,Harlur,2 BHK,1197.0,2.0,82.0,2,6850
7740,Whitefield,1 BHK,840.0,1.0,57.6,1,6857
7741,Whitefield,1 BHK,640.0,1.0,19.83,1,3098
7743,Kodihalli,2 BHK,1000.0,2.0,62.0,2,6200
7744,Babusapalaya,2 BHK,1305.0,2.0,70.0,2,5363
7745,Kodichikkanahalli,1 BHK,450.0,1.0,18.0,1,4000
7746,CV Raman Nagar,1 BHK,705.0,1.0,57.0,1,8085
7754,Banaswadi,2 BHK,870.0,2.0,38.0,2,4367
7756,Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952
7761,Gottigere,2 BHK,1200.0,2.0,40.0,2,3333
7765,Whitefield,2 BHK,1190.0,2.0,41.0,2,3445
7766,other,2 BHK,1050.0,2.0,50.0,2,4761
7770,other,1 Bedroom,600.0,1.0,33.0,1,5500
7773,Electronics City Phase 1,1 BHK,645.0,1.0,42.5,1,6589
7776,Mico Layout,2 Bedroom,800.0,2.0,80.0,2,10000
7777,Marathahalli,2 BHK,1350.0,2.0,90.0,2,6666
7780,Whitefield,2 BHK,1109.0,2.0,35.47,2,3198
7781,other,1 BHK,800.0,1.0,72.0,1,9000
7782,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,5596
7785,Varthur Road,2 BHK,1255.0,2.0,52.76,2,4203
7786,other,2 BHK,1020.0,2.0,49.0,2,4803
7788,Singasandra,2 BHK,1120.0,2.0,60.0,2,5357
7796,Bommasandra,2 BHK,1127.0,2.0,45.0,2,3992
7798,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800
7800,Kaggadasapura,2 BHK,1000.0,2.0,43.0,2,4300
7801,CV Raman Nagar,2 BHK,1225.0,2.0,47.88,2,3908
7802,Hormavu,2 BHK,1350.0,2.0,45.0,2,3333
7804,Sahakara Nagar,2 BHK,1175.0,2.0,49.0,2,4170
7805,other,1 BHK,655.0,1.0,27.0,1,4122
7808,CV Raman Nagar,2 BHK,1000.0,2.0,38.5,2,3850
7809,other,2 BHK,1196.0,2.0,96.0,2,8026
7812,other,2 BHK,927.0,2.0,50.0,2,5393
7815,Hebbal,2 BHK,1333.0,2.0,104.0,2,7801
7816,other,1 BHK,600.0,1.0,18.0,1,3000
7818,Koramangala,2 BHK,1370.0,2.0,125.0,2,9124
7819,Koramangala,2 BHK,1100.0,2.0,85.0,2,7727
7823,Billekahalli,2 BHK,950.0,2.0,58.11,2,6116
7824,other,2 BHK,1175.0,2.0,48.72,2,4146
7825,8th Phase JP Nagar,2 BHK,1089.0,2.0,43.55,2,3999
7827,Hoodi,2 BHK,1257.0,2.0,68.5,2,5449
7828,Sarjapur,1 BHK,650.0,1.0,19.87,1,3056
7831,Vidyaranyapura,2 BHK,945.0,2.0,40.0,2,4232
7832,Koramangala,2 BHK,1161.0,2.0,63.85,2,5499
7835,other,2 BHK,750.0,2.0,28.0,2,3733
7837,other,2 BHK,1000.0,2.0,45.0,2,4500
7839,Nagavara,2 BHK,1315.0,2.0,70.0,2,5323
7842,Bellandur,2 BHK,1465.0,3.0,90.0,2,6143
7843,Electronic City,2 BHK,1128.0,2.0,64.0,2,5673
7851,Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,5596
7852,Uttarahalli,2 BHK,1075.0,2.0,40.0,2,3720
7855,Bisuvanahalli,2 BHK,845.0,2.0,30.0,2,3550
7858,other,2 BHK,800.0,2.0,85.0,2,10625
7859,Panathur,2 BHK,1199.0,2.0,85.0,2,7089
7860,Gunjur,2 BHK,1175.0,2.0,43.48,2,3700
7868,Whitefield,2 BHK,1290.0,2.0,90.0,2,6976
7869,Kasavanhalli,2 BHK,1375.0,2.0,78.0,2,5672
7870,other,2 BHK,985.0,2.0,57.0,2,5786
7872,Singasandra,2 BHK,1099.0,2.0,37.5,2,3412
7873,Electronic City,1 BHK,605.0,1.0,13.31,1,2200
7876,Marathahalli,2 BHK,1200.0,2.0,53.0,2,4416
7877,Hulimavu,2 BHK,1000.0,2.0,45.0,2,4500
7880,other,2 Bedroom,600.0,2.0,80.0,2,13333
7886,Mico Layout,2 BHK,1190.0,2.0,39.25,2,3298
7887,other,2 Bedroom,1200.0,2.0,61.0,2,5083
7889,Jakkur,2 BHK,850.0,1.0,19.9,2,2341
7896,Padmanabhanagar,2 BHK,1150.0,2.0,45.0,2,3913
7898,Bellandur,2 BHK,924.0,2.0,35.11,2,3799
7905,Attibele,2 BHK,1174.0,2.0,29.35,2,2500
7912,Whitefield,2 Bedroom,1200.0,2.0,45.0,2,3750
7914,Mahadevpura,2 BHK,1137.0,2.0,53.4,2,4696
7918,AECS Layout,2 BHK,1308.0,2.0,60.0,2,4587
7921,other,1 BHK,800.0,1.0,32.0,1,4000
7922,Electronic City,1 BHK,530.0,1.0,13.5,1,2547
7926,Subramanyapura,2 BHK,958.0,2.0,33.53,2,3500
7930,Thanisandra,1 BHK,760.0,1.0,50.0,1,6578
7931,Dommasandra,2 BHK,1090.0,2.0,43.5,2,3990
7935,Ramagondanahalli,2 BHK,1251.0,2.0,50.0,2,3996
7936,Electronic City,2 BHK,1070.0,2.0,53.0,2,4953
7937,Kalena Agrahara,2 BHK,1200.0,2.0,45.0,2,3750
7941,Thanisandra,2 BHK,1200.0,2.0,60.0,2,5000
7942,Panathur,2 BHK,1000.0,2.0,40.0,2,4000
7945,other,1 Bedroom,600.0,1.0,35.0,1,5833
7946,Electronics City Phase 1,2 BHK,1175.0,2.0,50.0,2,4255
7947,Uttarahalli,2 BHK,1155.0,2.0,40.43,2,3500
7949,Budigere,2 BHK,1149.0,2.0,65.0,2,5657
7951,other,2 BHK,1010.0,2.0,55.0,2,5445
7953,other,2 BHK,650.0,1.0,20.0,2,3076
7954,Banashankari,2 BHK,1330.0,2.0,77.0,2,5789
7955,Hormavu,2 BHK,1200.0,2.0,68.0,2,5666
7957,Koramangala,2 BHK,1249.0,2.0,165.0,2,13210
7959,Margondanahalli,2 Bedroom,900.0,2.0,55.0,2,6111
7960,NGR Layout,2 BHK,1020.0,2.0,46.0,2,4509
